1	7
1	8
1	9
1	11
1	17
1	24
1	44
1	48
1	49
1	53
1	55
1	59
1	65
1	69
1	74
1	77
1	78
1	83
1	84
1	93
2	15
2	21
2	22
2	29
2	40
2	44
2	46
2	57
2	62
2	67
2	72
2	78
2	82
2	83
2	85
2	86
2	87
2	92
2	94
2	97
3	5
3	7
3	30
3	31
3	33
3	49
3	51
3	54
3	55
3	56
3	62
3	63
3	67
3	68
3	69
3	79
3	80
3	89
3	92
3	94
4	8
4	11
4	18
4	23
4	29
4	31
4	36
4	38
4	41
4	45
4	50
4	52
4	54
4	63
4	68
4	76
4	80
4	88
4	89
4	92
5	3
5	6
5	8
5	9
5	10
5	14
5	26
5	32
5	35
5	36
5	45
5	50
5	51
5	52
5	69
5	76
5	78
5	90
5	95
5	98
6	5
6	8
6	9
6	10
6	14
6	28
6	31
6	32
6	38
6	45
6	50
6	54
6	59
6	64
6	75
6	86
6	88
6	89
6	90
6	96
7	1
7	3
7	8
7	12
7	22
7	24
7	36
7	47
7	48
7	49
7	59
7	61
7	63
7	67
7	77
7	84
7	86
7	87
7	91
7	100
8	1
8	4
8	5
8	6
8	7
8	9
8	10
8	27
8	32
8	42
8	45
8	54
8	55
8	56
8	64
8	69
8	73
8	75
8	81
8	91
9	1
9	5
9	6
9	8
9	26
9	27
9	39
9	45
9	46
9	49
9	54
9	64
9	71
9	72
9	75
9	89
9	93
9	96
9	97
9	98
10	5
10	6
10	8
10	12
10	26
10	32
10	37
10	49
10	54
10	56
10	60
10	64
10	66
10	69
10	71
10	75
10	79
10	89
10	93
10	95
11	1
11	4
11	14
11	22
11	25
11	31
11	33
11	36
11	38
11	42
11	45
11	50
11	52
11	55
11	58
11	74
11	79
11	83
11	85
11	99
12	7
12	10
12	16
12	17
12	24
12	27
12	30
12	39
12	46
12	47
12	48
12	58
12	59
12	61
12	69
12	74
12	80
12	91
12	93
12	97
13	14
13	16
13	18
13	27
13	33
13	34
13	37
13	43
13	53
13	66
13	68
13	70
13	73
13	76
13	82
13	83
13	85
13	87
13	89
13	99
14	5
14	6
14	11
14	13
14	16
14	19
14	24
14	30
14	33
14	34
14	43
14	52
14	68
14	70
14	71
14	73
14	77
14	78
14	82
14	85
15	2
15	18
15	24
15	26
15	30
15	35
15	36
15	42
15	45
15	49
15	50
15	60
15	61
15	78
15	88
15	90
15	92
15	94
15	97
15	98
16	12
16	13
16	14
16	20
16	33
16	34
16	42
16	43
16	47
16	48
16	50
16	53
16	55
16	68
16	70
16	71
16	73
16	74
16	82
16	85
17	1
17	12
17	24
17	25
17	31
17	34
17	39
17	43
17	48
17	52
17	54
17	59
17	61
17	65
17	76
17	77
17	84
17	88
17	91
17	92
18	4
18	13
18	15
18	23
18	24
18	26
18	30
18	31
18	38
18	43
18	47
18	52
18	58
18	60
18	64
18	68
18	74
18	84
18	88
18	94
19	14
19	20
19	22
19	28
19	31
19	41
19	53
19	56
19	62
19	63
19	68
19	76
19	79
19	83
19	86
19	87
19	89
19	94
19	97
19	98
20	16
20	19
20	21
20	24
20	25
20	28
20	29
20	32
20	41
20	44
20	45
20	57
20	65
20	72
20	73
20	79
20	83
20	86
20	94
20	97
21	2
21	20
21	29
21	35
21	39
21	47
21	49
21	55
21	62
21	66
21	71
21	72
21	74
21	78
21	79
21	81
21	84
21	87
21	91
21	100
22	2
22	7
22	11
22	19
22	28
22	37
22	44
22	46
22	50
22	53
22	54
22	57
22	65
22	73
22	76
22	86
22	88
22	91
22	96
22	100
23	4
23	18
23	29
23	31
23	34
23	40
23	45
23	46
23	53
23	56
23	62
23	63
23	67
23	71
23	78
23	80
23	81
23	84
23	89
23	98
24	1
24	7
24	12
24	14
24	15
24	17
24	18
24	20
24	27
24	40
24	47
24	56
24	57
24	65
24	70
24	74
24	77
24	91
24	93
24	97
25	11
25	17
25	20
25	31
25	33
25	38
25	41
25	44
25	47
25	52
25	53
25	58
25	59
25	60
25	66
25	81
25	87
25	88
25	92
25	94
26	5
26	9
26	10
26	15
26	18
26	28
26	29
26	40
26	52
26	54
26	69
26	73
26	75
26	77
26	84
26	90
26	95
26	96
26	98
26	100
27	8
27	9
27	12
27	13
27	24
27	32
27	34
27	54
27	55
27	59
27	64
27	65
27	69
27	71
27	76
27	84
27	90
27	95
27	96
27	98
28	6
28	19
28	20
28	22
28	26
28	37
28	38
28	39
28	41
28	42
28	44
28	46
28	48
28	54
28	55
28	72
28	83
28	92
28	93
28	97
29	2
29	4
29	20
29	21
29	23
29	26
29	41
29	44
29	46
29	56
29	57
29	58
29	63
29	67
29	72
29	76
29	82
29	87
29	90
